pca_components,explained_variance,compression_ratio,k,jump_penalty,silhouette,inertia,objective,jumps,average_duration_weeks,min_cluster_size,max_cluster_share,cluster_sizes,market_regime_feasible,attention_ready,tuning_score
3,0.3790307607004756,18.0,6,0.0,0.3658256450245119,3466.6893046501505,3466.6893046501505,160,3.5962732919254656,4,0.41450777202072536,"146,240,44,4,54,91",False,False,0.3358256450245119
3,0.3790307607004756,18.0,6,0.1,0.3658256450245119,3466.6893046501505,3482.6893046501505,160,3.5962732919254656,4,0.41450777202072536,"146,240,44,4,54,91",False,False,0.3358256450245119
3,0.3790307607004756,18.0,6,0.25,0.3658256450245119,3466.6893046501505,3506.6893046501505,160,3.5962732919254656,4,0.41450777202072536,"146,240,44,4,54,91",False,False,0.3358256450245119
3,0.3790307607004756,18.0,6,0.5,0.36632241150195693,3467.231977505327,3546.231977505327,158,3.641509433962264,4,0.41450777202072536,"147,240,43,4,54,91",False,False,0.3363224115019569
3,0.3790307607004756,18.0,6,1.0,0.36992151229266157,3480.2046305810845,3611.2046305810845,131,4.386363636363637,4,0.41796200345423146,"50,150,43,242,90,4",False,False,0.33992151229266154
3,0.3790307607004756,18.0,6,2.0,0.3678333550149717,3499.6537519184462,3733.6537519184462,117,4.906779661016949,4,0.4265975820379965,"50,150,43,247,85,4",False,False,0.3378333550149717
3,0.3790307607004756,18.0,6,4.0,0.35836423833425324,3573.499195469322,3937.499195469322,91,6.293478260869565,4,0.43005181347150256,"152,249,43,4,47,84",False,False,0.3283642383342532
3,0.3790307607004756,18.0,6,8.0,0.33895401748974036,3738.2016214825735,4234.2016214825735,62,9.19047619047619,4,0.43523316062176165,"153,252,41,4,43,86",False,False,0.30895401748974033
3,0.3790307607004756,18.0,6,16.0,0.3131269641483758,3997.4308027620327,4637.430802762033,40,14.121951219512194,4,0.45077720207253885,"156,261,38,4,42,78",False,False,0.2831269641483758
3,0.3790307607004756,18.0,6,32.0,0.2603701703938422,4438.686189704205,5046.686189704205,19,28.95,4,0.44905008635578586,"156,260,44,4,28,87",False,False,0.2303701703938422
3,0.3790307607004756,18.0,6,64.0,0.2899652701950425,4964.24718956054,5348.24718956054,6,82.71428571428571,2,0.5664939550949913,"159,328,42,4,2,44",False,False,0.25996527019504245
3,0.3790307607004756,18.0,7,0.0,0.3395882005991992,3140.9907168122295,3140.9907168122295,189,3.0473684210526315,4,0.4162348877374784,"82,241,33,4,78,89,52",False,False,0.30958820059919917
3,0.3790307607004756,18.0,7,0.1,0.3395882005991992,3140.9907168122295,3159.8907168122296,189,3.0473684210526315,4,0.4162348877374784,"82,241,33,4,78,89,52",False,False,0.30958820059919917
3,0.3790307607004756,18.0,7,0.25,0.3395882005991992,3140.9907168122295,3188.2407168122295,189,3.0473684210526315,4,0.4162348877374784,"82,241,33,4,78,89,52",False,False,0.30958820059919917
3,0.3790307607004756,18.0,7,0.5,0.3396313843060831,3141.5877597484046,3235.0877597484046,187,3.0797872340425534,4,0.4162348877374784,"83,241,33,4,77,89,52",False,False,0.30963138430608306
3,0.3790307607004756,18.0,7,1.0,0.3415848827488844,3151.4282755331815,3321.4282755331815,170,3.3859649122807016,4,0.4265975820379965,"82,247,33,4,78,84,51",False,False,0.31158488274888435
3,0.3790307607004756,18.0,7,2.0,0.3353065534504814,3185.023954163932,3475.023954163932,145,3.9657534246575343,4,0.4265975820379965,"80,247,32,4,82,82,52",False,False,0.30530655345048135
3,0.3790307607004756,18.0,7,4.0,0.35417779156963436,3345.281591420438,3709.281591420438,91,6.293478260869565,2,0.4283246977547496,"152,46,43,2,83,248,5",False,False,0.32417779156963433
3,0.3790307607004756,18.0,7,8.0,0.32798148953144174,3496.1458977719944,4008.1458977719944,64,8.907692307692308,4,0.4283246977547496,"44,7,153,41,248,82,4",False,False,0.2979814895314417
3,0.3790307607004756,18.0,7,16.0,0.3028971040938682,3773.789326700062,4413.789326700062,40,14.121951219512194,2,0.4473229706390328,"156,36,41,2,80,259,5",False,False,0.2728971040938682
3,0.3790307607004756,18.0,7,32.0,0.24571442547788322,4155.94292937258,4859.94292937258,22,25.17391304347826,2,0.4369602763385147,"156,43,44,2,76,253,5",False,False,0.21571442547788322
3,0.3790307607004756,18.0,7,64.0,0.20134760061030887,4649.894820509159,5289.894820509159,10,52.63636363636363,2,0.43350604490500866,"55,2,159,42,251,66,4",False,False,0.17134760061030888
3,0.3790307607004756,18.0,8,0.0,0.29778500531787566,2856.2744948743853,2856.2744948743853,236,2.4430379746835444,4,0.3333333333333333,"86,74,29,76,4,91,193,26",False,False,0.26778500531787564
3,0.3790307607004756,18.0,8,0.1,0.298944879384275,2856.684356853627,2879.684356853627,230,2.5064935064935066,4,0.3385146804835924,"83,74,29,76,4,91,196,26",False,False,0.26894487938427497
3,0.3790307607004756,18.0,8,0.25,0.298944879384275,2856.684356853627,2914.184356853627,230,2.5064935064935066,4,0.3385146804835924,"83,74,29,76,4,91,196,26",False,False,0.26894487938427497
3,0.3790307607004756,18.0,8,0.5,0.29950880384124917,2860.2483324748546,2969.7483324748546,219,2.631818181818182,4,0.3454231433506045,"81,72,29,74,4,93,200,26",False,False,0.26950880384124914
3,0.3790307607004756,18.0,8,1.0,0.2926927423418939,2867.962051921543,3067.962051921543,200,2.8805970149253732,4,0.3488773747841105,"80,71,27,75,4,91,202,29",False,False,0.2626927423418939
3,0.3790307607004756,18.0,8,2.0,0.3415288575096791,2938.9400749320093,3226.9400749320093,144,3.9931034482758623,2,0.4369602763385147,"104,70,2,56,50,39,253,5",False,False,0.31152885750967907
